D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001605,Rotherham 028,,,610,530,710,500,440,570,450,400,510,410,360,470
D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001606,Rotherham 029,,,570,500,660,470,410,540,410,360,460,370,320,420
D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001607,Rotherham 030,,,580,500,670,480,420,550,420,370,470,370,330,420
D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001608,Rotherham 031,,,620,540,710,510,440,580,450,400,500,400,350,450
D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001609,Rotherham 032,,,650,570,750,530,460,610,460,410,520,430,380,490
D,Yorkshire and The Humber,,,00CF,Rotherham,,,E02001610,Rotherham 033,,,640,560,740,520,460,600,480,420,540,430,380,490
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001611,Sheffield 001,,,530,460,610,450,390,510,410,370,470,360,320,410
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001612,Sheffield 002,,,620,540,720,490,430,560,460,410,520,420,370,480
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001613,Sheffield 003,,,560,490,650,460,400,530,420,370,480,390,340,440
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001614,Sheffield 004,,,600,520,690,500,440,570,440,390,500,420,370,480
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001615,Sheffield 005,,,640,550,740,520,460,600,470,420,530,450,400,520
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001616,Sheffield 006,,,490,420,560,410,360,470,390,340,440,360,320,410
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001617,Sheffield 007,,,440,380,500,400,350,450,340,300,380,300,260,340
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001618,Sheffield 008,,,660,580,770,540,470,620,480,430,540,440,390,500
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001619,Sheffield 009,,,430,380,500,390,340,450,350,310,400,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001620,Sheffield 010,,,470,410,540,400,350,460,350,310,400,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001621,Sheffield 011,,,460,400,530,390,340,450,370,330,420,310,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001622,Sheffield 012,,,470,410,550,410,360,470,380,340,430,320,280,370
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001623,Sheffield 013,,,410,350,470,370,320,430,330,290,370,300,260,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001624,Sheffield 014,,,530,460,610,430,380,500,390,350,440,350,310,400
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001625,Sheffield 015,,,470,410,540,400,350,460,360,320,400,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001626,Sheffield 016,,,620,530,710,510,440,580,440,390,500,390,350,450
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001627,Sheffield 017,,,560,490,650,440,390,510,430,380,490,350,310,400
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001628,Sheffield 018,,,400,350,460,360,310,410,290,260,330,280,250,330
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001629,Sheffield 019,,,420,360,480,370,320,420,340,310,390,320,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001630,Sheffield 020,,,440,380,510,360,320,410,320,290,360,290,250,330
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001631,Sheffield 021,,,560,490,650,460,410,530,420,370,480,370,330,430
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001632,Sheffield 022,,,380,330,440,340,290,390,290,260,330,250,220,290
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001633,Sheffield 023,,,600,520,690,510,450,590,460,410,520,450,390,510
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001634,Sheffield 024,,,630,540,730,510,440,580,470,420,530,410,360,470
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001635,Sheffield 025,,,510,440,590,430,370,490,400,360,450,380,330,430
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001636,Sheffield 026,,,430,370,500,400,350,460,370,320,410,320,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001637,Sheffield 027,,,380,330,440,350,300,400,280,250,320,260,230,300
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001638,Sheffield 028,,,550,480,620,490,430,570,470,410,520,330,290,380
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001639,Sheffield 029,,,610,530,710,530,460,610,490,430,550,400,350,460
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001640,Sheffield 030,,,470,410,540,460,400,530,450,400,510,320,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001641,Sheffield 031,,,340,300,400,330,280,380,410,360,470,420,360,480
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001642,Sheffield 032,,,500,430,580,420,360,480,370,330,420,350,300,390
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001643,Sheffield 033,,,750,640,870,630,540,720,540,480,610,500,440,570
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001644,Sheffield 034,,,450,390,520,390,340,450,360,320,410,290,260,330
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001645,Sheffield 035,,,440,380,510,390,340,450,390,350,440,320,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001646,Sheffield 036,,,520,450,590,480,410,550,470,420,530,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001647,Sheffield 037,,,490,420,560,410,360,470,390,340,440,360,310,410
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001648,Sheffield 038,,,640,550,740,560,490,640,560,500,640,450,390,510
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001649,Sheffield 039,,,410,360,480,390,340,450,350,310,390,290,260,340
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001650,Sheffield 040,,,420,360,490,400,350,460,380,340,440,320,280,370
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001651,Sheffield 041,,,990,850,1150,760,660,880,650,580,740,590,520,670
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001652,Sheffield 042,,,420,370,480,390,340,440,370,330,420,340,300,400
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001653,Sheffield 043,,,420,360,480,400,350,460,360,320,410,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001654,Sheffield 044,,,570,490,650,470,410,530,410,360,460,370,330,420
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001655,Sheffield 045,,,480,410,550,420,360,480,380,340,430,340,300,390
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001656,Sheffield 046,,,700,610,800,570,490,650,530,470,600,420,370,480
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001657,Sheffield 047,,,880,760,1020,680,590,780,580,520,660,470,410,540
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001658,Sheffield 048,,,420,360,480,390,340,440,340,300,390,290,260,340
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001659,Sheffield 049,,,450,380,520,400,350,460,370,330,420,340,290,380
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001660,Sheffield 050,,,630,540,730,510,440,580,470,420,540,380,340,440
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001661,Sheffield 051,,,460,400,530,400,350,460,380,340,430,320,280,370
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001662,Sheffield 052,,,480,410,550,410,360,470,380,340,430,350,310,400
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001663,Sheffield 053,,,640,550,730,490,420,550,450,390,500,370,320,420
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001664,Sheffield 054,,,530,460,610,440,390,510,420,370,470,370,330,420
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001665,Sheffield 055,,,970,830,1130,790,680,910,640,570,730,570,500,660
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001666,Sheffield 056,,,510,440,580,430,370,490,390,340,430,340,300,390
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001667,Sheffield 057,,,570,490,650,460,410,530,420,370,470,370,330,420
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001668,Sheffield 058,,,450,390,520,400,350,460,370,320,410,330,290,370
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001669,Sheffield 059,,,630,550,730,510,440,580,460,400,520,390,340,450
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001670,Sheffield 060,,,410,350,470,360,310,410,350,310,390,310,280,360
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001671,Sheffield 061,,,600,520,700,500,430,570,450,400,510,410,360,460
